s1	s6	s0
QMH	2013-07-06	28
QMH	2013-07-07	16
QMH	2013-07-08	22
QMH	2013-07-09	28
QMH	2013-07-10	32
QMH	2013-07-11	36
QMH	2013-07-12	32
QMH	2013-07-13	34
QMH	2013-07-14	28
QMH	2013-07-15	20
QMH	2013-07-16	22
QMH	2013-07-17	28
QMH	2013-07-18	32
QMH	2013-07-19	30
QMH	2013-07-20	30
QMH	2013-07-21	18
QMH	2013-07-22	20
QMH	2013-07-23	28
QMH	2013-07-24	20
QMH	2013-07-25	32
QMH	2013-07-26	30
QMH	2013-07-27	20
QMH	2013-07-28	46
QMH	2013-07-29	22
QMH	2013-07-30	28
QMH	2013-07-31	28
QMH	2013-08-01	42
QMH	2013-08-02	26
QMH	2013-08-03	30
QMH	2013-08-04	26
QMH	2013-08-05	32
QMH	2013-08-06	20
QMH	2013-08-07	58
QMH	2013-08-08	40
QMH	2013-08-09	26
QMH	2013-08-10	28
QMH	2013-08-11	26
QMH	2013-08-12	30
QMH	2013-08-13	24
QMH	2013-08-14	18
QMH	2013-08-15	22
QMH	2013-08-16	26
QMH	2013-08-17	16
QMH	2013-08-18	24
QMH	2013-08-19	36
QMH	2013-08-20	24
QMH	2013-08-21	22
QMH	2013-08-22	34
QMH	2013-08-23	22
QMH	2013-08-24	20
QMH	2013-08-25	24
QMH	2013-08-26	22
QMH	2013-08-27	34
QMH	2013-08-28	34
QMH	2013-08-29	16
QMH	2013-08-30	18
QMH	2013-08-31	24
QMH	2013-09-01	30
QMH	2013-09-02	36
QMH	2013-09-03	28
QMH	2013-09-04	22
QMH	2013-09-05	18
QMH	2013-09-06	26
QMH	2013-09-07	42
QMH	2013-09-08	26
QMH	2013-09-09	30
QMH	2013-09-10	26
QMH	2013-09-11	26
QMH	2013-09-12	18
QMH	2013-09-13	24
QMH	2013-09-14	28
QMH	2013-09-15	34
QMH	2013-09-16	24
QMH	2013-09-17	28
QMH	2013-09-18	22
QMH	2013-09-19	28
QMH	2013-09-20	12
QMH	2013-09-21	38
QMH	2013-09-22	20
QMH	2013-09-23	18
QMH	2013-09-24	18
QMH	2013-09-25	22
QMH	2013-09-26	34
QMH	2013-09-27	22
QMH	2013-09-28	28
QMH	2013-09-29	24
QMH	2013-09-30	32
QMH	2013-10-01	32
QMH	2013-10-02	34
QMH	2013-10-03	28
QMH	2013-10-04	16
QMH	2013-10-05	16
QMH	2013-10-06	16
QMH	2013-10-07	42
QMH	2013-10-08	16
QMH	2013-10-09	28
QMH	2013-10-10	30
QMH	2013-10-11	32
QMH	2013-10-12	14
QMH	2013-10-13	26
QMH	2013-10-14	38
QMH	2013-10-15	22
QMH	2013-10-16	16
QMH	2013-10-17	30
QMH	2013-10-18	24
QMH	2013-10-19	32
QMH	2013-10-20	38
QMH	2013-10-21	30
QMH	2013-10-22	30
QMH	2013-10-23	16
QMH	2013-10-24	32
QMH	2013-10-25	32
QMH	2013-10-26	32
QMH	2013-10-27	30
QMH	2013-10-28	30
QMH	2013-10-29	34
QMH	2013-10-30	28
QMH	2013-10-31	26
QMH	2013-11-01	20
QMH	2013-11-02	24
QMH	2013-11-03	34
QMH	2013-11-04	28
QMH	2013-11-05	22
QMH	2013-11-06	24
QMH	2013-11-07	34
QMH	2013-11-08	22
QMH	2013-11-09	28
QMH	2013-11-10	16
QMH	2013-11-11	14
QMH	2013-11-12	18
QMH	2013-11-13	30
QMH	2013-11-14	40
QMH	2013-11-15	12
QMH	2013-11-16	36
QMH	2013-11-17	22
QMH	2013-11-18	38
QMH	2013-11-19	34
QMH	2013-11-20	24
QMH	2013-11-21	24
QMH	2013-11-22	36
QMH	2013-11-23	24
QMH	2013-11-24	38
QMH	2013-11-25	26
QMH	2013-11-26	40
QMH	2013-11-27	20
QMH	2013-11-28	36
QMH	2013-11-29	40
QMH	2013-11-30	32
QMH	2013-12-01	34
QMH	2013-12-02	46
QMH	2013-12-03	46
QMH	2013-12-04	32
QMH	2013-12-05	36
QMH	2013-12-06	32
QMH	2013-12-07	22
QMH	2013-12-08	20
QMH	2013-12-09	34
QMH	2013-12-10	26
QMH	2013-12-11	14
QMH	2013-12-12	30
QMH	2013-12-13	30
QMH	2013-12-14	22
QMH	2013-12-15	44
QMH	2013-12-16	36
QMH	2013-12-17	32
QMH	2013-12-18	20
QMH	2013-12-19	38
QMH	2013-12-20	28
QMH	2013-12-21	42
QMH	2013-12-22	22
QMH	2013-12-23	10
QMH	2013-12-24	32
QMH	2013-12-25	22
QMH	2013-12-26	34
QMH	2013-12-27	34
QMH	2013-12-28	42
QMH	2013-12-29	26
QMH	2013-12-30	40
QMH	2013-12-31	28
QMH	2014-01-01	34
QMH	2014-01-02	32
QMH	2014-01-03	42
QMH	2014-01-04	46
QMH	2014-01-05	50
QMH	2014-01-06	32
QMH	2014-01-07	50
QMH	2014-01-08	36
QMH	2014-01-09	20
QMH	2014-01-10	36
QMH	2014-01-11	44
QMH	2014-01-12	40
QMH	2014-01-13	40
QMH	2014-01-14	22
QMH	2014-01-15	12
QMH	2014-01-16	54
QMH	2014-01-17	30
QMH	2014-01-18	44
QMH	2014-01-19	54
QMH	2014-01-20	50
QMH	2014-01-21	20
QMH	2014-01-22	20
QMH	2014-01-23	58
QMH	2014-01-24	42
QMH	2014-01-25	26
QMH	2014-01-26	34
QMH	2014-01-27	40
QMH	2014-01-28	38
QMH	2014-01-29	40
QMH	2014-01-30	40
QMH	2014-01-31	38
QMH	2014-02-01	46
QMH	2014-02-02	26
QMH	2014-02-03	40
QMH	2014-02-04	34
QMH	2014-02-05	38
QMH	2014-02-06	26
QMH	2014-02-07	48
QMH	2014-02-08	22
QMH	2014-02-09	32
QMH	2014-02-10	22
QMH	2014-02-11	30
QMH	2014-02-12	40
QMH	2014-02-13	24
QMH	2014-02-14	42
QMH	2014-02-15	54
QMH	2014-02-16	38
QMH	2014-02-17	48
QMH	2014-02-18	24
QMH	2014-02-19	30
QMH	2014-02-20	32
QMH	2014-02-21	36
QMH	2014-02-22	36
QMH	2014-02-23	54
QMH	2014-02-24	48
QMH	2014-02-25	54
QMH	2014-02-26	38
QMH	2014-02-27	38
QMH	2014-02-28	46
QMH	2014-03-01	44
QMH	2014-03-02	48
QMH	2014-03-03	30
QMH	2014-03-04	26
QMH	2014-03-05	38
QMH	2014-03-06	38
QMH	2014-03-07	34
QMH	2014-03-08	32
QMH	2014-03-09	38
QMH	2014-03-10	26
QMH	2014-03-11	20
QMH	2014-03-12	32
QMH	2014-03-13	36
QMH	2014-03-14	16
QMH	2014-03-15	32
QMH	2014-03-16	26
QMH	2014-03-17	28
QMH	2014-03-18	48
QMH	2014-03-19	22
QMH	2014-03-20	28
QMH	2014-03-21	18
QMH	2014-03-22	30
QMH	2014-03-23	28
QMH	2014-03-24	42
QMH	2014-03-25	32
QMH	2014-03-26	28
QMH	2014-03-27	38
QMH	2014-03-28	26
QMH	2014-03-29	32
QMH	2014-03-30	36
QMH	2014-03-31	30
QMH	2014-04-01	24
QMH	2014-04-02	52
QMH	2014-04-03	30
QMH	2014-04-04	36
QMH	2014-04-05	18
QMH	2014-04-06	14
QMH	2014-04-07	36
QMH	2014-04-08	42
QMH	2014-04-09	34
QMH	2014-04-10	42
QMH	2014-04-11	40
QMH	2014-04-12	50
QMH	2014-04-13	28
QMH	2014-04-14	32
QMH	2014-04-15	28
QMH	2014-04-16	34
QMH	2014-04-17	38
QMH	2014-04-18	34
QMH	2014-04-19	38
QMH	2014-04-20	40
QMH	2014-04-21	40
QMH	2014-04-22	40
QMH	2014-04-23	44
QMH	2014-04-24	36
QMH	2014-04-25	30
QMH	2014-04-26	38
QMH	2014-04-27	32
QMH	2014-04-28	30
QMH	2014-04-29	42
QMH	2014-04-30	28
QMH	2014-05-01	22
QMH	2014-05-02	32
QMH	2014-05-03	24
QMH	2014-05-04	38
QMH	2014-05-05	30
QMH	2014-05-06	20
QMH	2014-05-07	16
QMH	2014-05-08	36
QMH	2014-05-09	30
QMH	2014-05-10	44
QMH	2014-05-11	32
QMH	2014-05-12	20
QMH	2014-05-13	22
QMH	2014-05-14	20
QMH	2014-05-15	30
QMH	2014-05-16	44
QMH	2014-05-17	34
QMH	2014-05-18	30
QMH	2014-05-19	20
QMH	2014-05-20	22
QMH	2014-05-21	26
QMH	2014-05-22	20
QMH	2014-05-23	24
QMH	2014-05-24	38
QMH	2014-05-25	46
QMH	2014-05-26	16
QMH	2014-05-27	38
QMH	2014-05-28	18
QMH	2014-05-29	22
QMH	2014-05-30	32
QMH	2014-05-31	38
QMH	2014-06-01	26
QMH	2014-06-02	32
QMH	2014-06-03	26
QMH	2014-06-04	24
QMH	2014-06-05	26
QMH	2014-06-06	34
QMH	2014-06-07	28
QMH	2014-06-08	26
QMH	2014-06-09	22
QMH	2014-06-10	56
QMH	2014-06-11	39
QMH	2014-06-12	48
QMH	2014-06-13	39
QMH	2014-06-14	51
QMH	2014-06-15	69
QMH	2014-06-16	69
QMH	2014-06-17	42
QMH	2014-06-18	48
QMH	2014-06-19	38
QMH	2014-06-20	14
QMH	2014-06-21	30
QMH	2014-06-22	20
QMH	2014-06-23	18
QMH	2014-06-24	46
QMH	2014-06-25	14
QMH	2014-06-26	24
QMH	2014-06-27	28
QMH	2014-06-28	48
QMH	2014-06-29	26
QMH	2014-06-30	24
QMH	2014-07-01	34
QMH	2014-07-02	36
QMH	2014-07-03	26
QMH	2014-07-04	22
QMH	2014-07-05	30
QMH	2014-07-06	24
QMH	2014-07-07	30
QMH	2014-07-08	26
QMH	2014-07-09	38
QMH	2014-07-10	24
QMH	2014-07-11	26
QMH	2014-07-12	34
QMH	2014-07-13	26
QMH	2014-07-14	34
QMH	2014-07-15	20
QMH	2014-07-16	34
QMH	2014-07-17	44
QMH	2014-07-18	30
QMH	2014-07-19	20
QMH	2014-07-20	26
QMH	2014-07-21	28
QMH	2014-07-22	18
QMH	2014-07-23	32
QMH	2014-07-24	16
QMH	2014-07-25	20
QMH	2014-07-26	40
QMH	2014-07-27	22
QMH	2014-07-28	12
QMH	2014-07-29	30
QMH	2014-07-30	34
QMH	2014-07-31	16
QMH	2014-08-01	34
QMH	2014-08-02	18
QMH	2014-08-03	30
QMH	2014-08-04	28
QMH	2014-08-05	18
QMH	2014-08-06	20
QMH	2014-08-07	16
QMH	2014-08-08	20
QMH	2014-08-09	22
QMH	2014-08-10	18
QMH	2014-08-11	42
QMH	2014-08-12	18
QMH	2014-08-13	12
QMH	2014-08-14	36
QMH	2014-08-15	24
QMH	2014-08-16	20
QMH	2014-08-17	18
QMH	2014-08-18	24
QMH	2014-08-19	18
QMH	2014-08-20	22
QMH	2014-08-21	26
QMH	2014-08-22	26
QMH	2014-08-23	18
QMH	2014-08-24	30
QMH	2014-08-25	30
QMH	2014-08-26	20
QMH	2014-08-27	32
QMH	2014-08-28	28
QMH	2014-08-29	28
QMH	2014-08-30	32
QMH	2014-08-31	24
QMH	2014-09-01	30
QMH	2014-09-02	24
QMH	2014-09-03	26
QMH	2014-09-04	18
QMH	2014-09-05	32
QMH	2014-09-06	22
QMH	2014-09-07	30
QMH	2014-09-08	18
QMH	2014-09-09	36
QMH	2014-09-10	22
QMH	2014-09-11	24
QMH	2014-09-12	24
QMH	2014-09-13	26
QMH	2014-09-14	28
QMH	2014-09-15	12
QMH	2014-09-16	14
QMH	2014-09-17	34
QMH	2014-09-18	18
QMH	2014-09-19	24
QMH	2014-09-20	24
QMH	2014-09-21	26
QMH	2014-09-22	26
QMH	2014-09-23	22
QMH	2014-09-24	20
QMH	2014-09-25	12
QMH	2014-09-26	22
QMH	2014-09-27	16
QMH	2014-09-28	22
QMH	2014-09-29	40
QMH	2014-09-30	20
QMH	2014-10-01	24
QMH	2014-10-02	24
QMH	2014-10-03	14
QMH	2014-10-04	22
QMH	2014-10-05	44
QMH	2014-10-06	18
QMH	2014-10-07	18
QMH	2014-10-08	28
QMH	2014-10-09	14
QMH	2014-10-10	12
QMH	2014-10-11	14
QMH	2014-10-12	26
QMH	2014-10-13	40
QMH	2014-10-14	28
QMH	2014-10-15	24
QMH	2014-10-16	22
QMH	2014-10-17	20
QMH	2014-10-18	28
QMH	2014-10-19	24
QMH	2014-10-20	36
QMH	2014-10-21	22
QMH	2014-10-22	28
QMH	2014-10-23	34
QMH	2014-10-24	22
QMH	2014-10-25	36
QMH	2014-10-26	16
QMH	2014-10-27	26
QMH	2014-10-28	22
QMH	2014-10-29	32
QMH	2014-10-30	16
QMH	2014-10-31	14
QMH	2014-11-01	38
QMH	2014-11-02	34
QMH	2014-11-03	34
QMH	2014-11-04	18
QMH	2014-11-05	32
QMH	2014-11-06	22
QMH	2014-11-07	30
QMH	2014-11-08	16
QMH	2014-11-09	36
QMH	2014-11-10	20
QMH	2014-11-11	18
QMH	2014-11-12	26
QMH	2014-11-13	20
QMH	2014-11-14	16
QMH	2014-11-15	34
QMH	2014-11-16	16
QMH	2014-11-17	30
QMH	2014-11-18	22
QMH	2014-11-19	20
QMH	2014-11-20	34
QMH	2014-11-21	34
QMH	2014-11-22	22
QMH	2014-11-23	46
QMH	2014-11-24	26
QMH	2014-11-25	36
QMH	2014-11-26	14
QMH	2014-11-27	18
QMH	2014-11-28	34
QMH	2014-11-29	38
QMH	2014-11-30	40
QMH	2014-12-01	26
QMH	2014-12-02	26
QMH	2014-12-03	28
QMH	2014-12-04	38
QMH	2014-12-05	30
QMH	2014-12-06	36
QMH	2014-12-07	30
QMH	2014-12-08	24
QMH	2014-12-09	26
QMH	2014-12-10	22
QMH	2014-12-11	28
QMH	2014-12-12	28
QMH	2014-12-13	22
QMH	2014-12-14	22
QMH	2014-12-15	36
QMH	2014-12-16	32
QMH	2014-12-17	18
QMH	2014-12-18	40
QMH	2014-12-19	36
QMH	2014-12-20	38
QMH	2014-12-21	26
QMH	2014-12-22	42
QMH	2014-12-23	34
QMH	2014-12-24	28
QMH	2014-12-25	36
QMH	2014-12-26	26
QMH	2014-12-27	32
QMH	2014-12-28	36
QMH	2014-12-29	34
QMH	2014-12-30	52
QMH	2014-12-31	20
QMH	2015-01-01	46
QMH	2015-01-02	42
QMH	2015-01-03	52
QMH	2015-01-04	38
QMH	2015-01-05	30
QMH	2015-01-06	42
QMH	2015-01-07	50
QMH	2015-01-08	51
QMH	2015-01-09	42
QMH	2015-01-10	36
QMH	2015-01-11	51
QMH	2015-01-12	54
QMH	2015-01-13	63
QMH	2015-01-14	45
QMH	2015-01-15	72
QMH	2015-01-16	57
QMH	2015-01-17	105
QMH	2015-01-18	48
QMH	2015-01-19	57
QMH	2015-01-20	69
QMH	2015-01-21	66
QMH	2015-01-22	66
QMH	2015-01-23	44
QMH	2015-01-24	36
QMH	2015-01-25	36
QMH	2015-01-26	40
QMH	2015-01-27	32
QMH	2015-01-28	40
QMH	2015-01-29	60
QMH	2015-01-30	54
QMH	2015-01-31	33
QMH	2015-02-01	42
QMH	2015-02-02	33
QMH	2015-02-03	60
QMH	2015-02-04	51
QMH	2015-02-05	60
QMH	2015-02-06	51
QMH	2015-02-07	42
QMH	2015-02-08	39
QMH	2015-02-09	51
QMH	2015-02-10	60
QMH	2015-02-11	60
QMH	2015-02-12	51
QMH	2015-02-13	36
QMH	2015-02-14	63
QMH	2015-02-15	45
QMH	2015-02-16	39
QMH	2015-02-17	27
QMH	2015-02-18	66
QMH	2015-02-19	38
QMH	2015-02-20	58
QMH	2015-02-21	36
QMH	2015-02-22	28
QMH	2015-02-23	40
QMH	2015-02-24	44
QMH	2015-02-25	30
QMH	2015-02-26	57
QMH	2015-02-27	27
QMH	2015-02-28	33
QMH	2015-03-01	39
QMH	2015-03-02	30
QMH	2015-03-03	30
QMH	2015-03-04	45
QMH	2015-03-05	39
QMH	2015-03-06	24
QMH	2015-03-07	33
QMH	2015-03-08	60
QMH	2015-03-09	45
QMH	2015-03-10	30
QMH	2015-03-11	42
QMH	2015-03-12	24
QMH	2015-03-13	30
QMH	2015-03-14	26
QMH	2015-03-15	24
QMH	2015-03-16	34
QMH	2015-03-17	36
QMH	2015-03-18	26
QMH	2015-03-19	32
QMH	2015-03-20	30
QMH	2015-03-21	24
QMH	2015-03-22	38
QMH	2015-03-23	22
QMH	2015-03-24	38
QMH	2015-03-25	26
QMH	2015-03-26	21
QMH	2015-03-27	39
QMH	2015-03-28	39
QMH	2015-03-29	66
QMH	2015-03-30	48
QMH	2015-03-31	45
QMH	2015-04-01	33
QMH	2015-04-02	36
QMH	2015-04-03	39
QMH	2015-04-04	45
QMH	2015-04-05	45
QMH	2015-04-06	60
QMH	2015-04-07	57
QMH	2015-04-08	54
QMH	2015-04-09	40
QMH	2015-04-10	22
QMH	2015-04-11	26
QMH	2015-04-12	28
QMH	2015-04-13	30
QMH	2015-04-14	42
QMH	2015-04-15	28
QMH	2015-04-16	78
QMH	2015-04-17	51
QMH	2015-04-18	36
QMH	2015-04-19	60
QMH	2015-04-20	48
QMH	2015-04-21	42
QMH	2015-04-22	36
QMH	2015-04-23	36
QMH	2015-04-24	38
QMH	2015-04-25	38
QMH	2015-04-26	34
QMH	2015-04-27	50
QMH	2015-04-28	40
QMH	2015-04-29	38
QMH	2015-04-30	28
QMH	2015-05-01	26
QMH	2015-05-02	36
QMH	2015-05-03	28
QMH	2015-05-04	34
QMH	2015-05-05	32
QMH	2015-05-06	28
QMH	2015-05-07	16
QMH	2015-05-08	16
QMH	2015-05-09	42
QMH	2015-05-10	44
QMH	2015-05-11	26
QMH	2015-05-12	30
QMH	2015-05-13	48
QMH	2015-05-14	32
QMH	2015-05-15	26
QMH	2015-05-16	20
QMH	2015-05-17	24
QMH	2015-05-18	38
QMH	2015-05-19	26
QMH	2015-05-20	30
QMH	2015-05-21	22
QMH	2015-05-22	46
QMH	2015-05-23	24
QMH	2015-05-24	36
QMH	2015-05-25	40
QMH	2015-05-26	34
QMH	2015-05-27	26
QMH	2015-05-28	42
QMH	2015-05-29	36
QMH	2015-05-30	57
QMH	2015-05-31	33
QMH	2015-06-01	66
QMH	2015-06-02	36
QMH	2015-06-03	51
QMH	2015-06-04	34
QMH	2015-06-05	16
QMH	2015-06-06	30
QMH	2015-06-07	38
QMH	2015-06-08	48
QMH	2015-06-09	32
QMH	2015-06-10	28
QMH	2015-06-11	28
QMH	2015-06-12	32
QMH	2015-06-13	40
QMH	2015-06-14	14
QMH	2015-06-15	40
QMH	2015-06-16	30
QMH	2015-06-17	42
QMH	2015-06-18	28
QMH	2015-06-19	20
QMH	2015-06-20	36
QMH	2015-06-21	42
QMH	2015-06-22	42
QMH	2015-06-23	26
QMH	2015-06-24	32
QMH	2015-06-25	42
QMH	2015-06-26	66
QMH	2015-06-27	60
QMH	2015-06-28	54
QMH	2015-06-29	33
QMH	2015-06-30	48
QMH	2015-07-01	51
QMH	2015-07-02	44
QMH	2015-07-03	18
QMH	2015-07-04	18
QMH	2015-07-05	40
QMH	2015-07-06	38
QMH	2015-07-07	28
QMH	2015-07-08	14
QMH	2015-07-09	14
QMH	2015-07-10	28
QMH	2015-07-11	44
QMH	2015-07-12	32
QMH	2015-07-13	46
QMH	2015-07-14	24
QMH	2015-07-15	40
QMH	2015-07-16	30
QMH	2015-07-17	22
QMH	2015-07-18	26
QMH	2015-07-19	30
QMH	2015-07-20	22
QMH	2015-07-21	32
QMH	2015-07-22	20
QMH	2015-07-23	39
QMH	2015-07-24	63
QMH	2015-07-25	45
QMH	2015-07-26	27
QMH	2015-07-27	42
QMH	2015-07-28	18
QMH	2015-07-29	18
QMH	2015-07-30	30
QMH	2015-07-31	24
QMH	2015-08-01	30
QMH	2015-08-02	14
QMH	2015-08-03	20
QMH	2015-08-04	28
QMH	2015-08-05	24
QMH	2015-08-06	26
QMH	2015-08-07	20
QMH	2015-08-08	28
QMH	2015-08-09	32
QMH	2015-08-10	38
QMH	2015-08-11	22
QMH	2015-08-12	24
QMH	2015-08-13	20
QMH	2015-08-14	22
QMH	2015-08-15	22
QMH	2015-08-16	28
QMH	2015-08-17	20
QMH	2015-08-18	18
QMH	2015-08-19	20
QMH	2015-08-20	18
QMH	2015-08-21	22
QMH	2015-08-22	6
QMH	2015-08-23	32
QMH	2015-08-24	22
QMH	2015-08-25	24
QMH	2015-08-26	32
QMH	2015-08-27	14
QMH	2015-08-28	20
QMH	2015-08-29	28
QMH	2015-08-30	22
QMH	2015-08-31	26
QMH	2015-09-01	16
QMH	2015-09-02	12
QMH	2015-09-03	28
QMH	2015-09-04	24
QMH	2015-09-05	24
QMH	2015-09-06	24
QMH	2015-09-07	14
QMH	2015-09-08	16
QMH	2015-09-09	26
QMH	2015-09-10	20
QMH	2015-09-11	36
QMH	2015-09-12	22
QMH	2015-09-13	20
QMH	2015-09-14	34
QMH	2015-09-15	20
QMH	2015-09-16	16
QMH	2015-09-17	30
QMH	2015-09-18	39
QMH	2015-09-19	30
QMH	2015-09-20	51
QMH	2015-09-21	69
QMH	2015-09-22	45
QMH	2015-09-23	57
QMH	2015-09-24	34
QMH	2015-09-25	24
QMH	2015-09-26	30
QMH	2015-09-27	30
QMH	2015-09-28	28
QMH	2015-09-29	26
QMH	2015-09-30	24
QMH	2015-10-01	24
QMH	2015-10-02	32
QMH	2015-10-03	24
QMH	2015-10-04	26
QMH	2015-10-05	36
QMH	2015-10-06	22
QMH	2015-10-07	18
QMH	2015-10-08	32
QMH	2015-10-09	22
QMH	2015-10-10	26
QMH	2015-10-11	16
QMH	2015-10-12	26
QMH	2015-10-13	38
QMH	2015-10-14	28
QMH	2015-10-15	36
QMH	2015-10-16	24
QMH	2015-10-17	44
QMH	2015-10-18	28
QMH	2015-10-19	32
QMH	2015-10-20	30
QMH	2015-10-21	24
QMH	2015-10-22	20
QMH	2015-10-23	18
QMH	2015-10-24	34
QMH	2015-10-25	32
QMH	2015-10-26	40
QMH	2015-10-27	24
QMH	2015-10-28	28
QMH	2015-10-29	32
QMH	2015-10-30	30
QMH	2015-10-31	28
QMH	2015-11-01	12
QMH	2015-11-02	30
QMH	2015-11-03	26
QMH	2015-11-04	32
QMH	2015-11-05	20
QMH	2015-11-06	26
QMH	2015-11-07	42
QMH	2015-11-08	20
QMH	2015-11-09	34
QMH	2015-11-10	20
QMH	2015-11-11	32
QMH	2015-11-12	26
QMH	2015-11-13	30
QMH	2015-11-14	28
QMH	2015-11-15	20
QMH	2015-11-16	26
QMH	2015-11-17	24
QMH	2015-11-18	28
QMH	2015-11-19	26
QMH	2015-11-20	26
QMH	2015-11-21	44
QMH	2015-11-22	36
QMH	2015-11-23	22
QMH	2015-11-24	28
QMH	2015-11-25	36
QMH	2015-11-26	26
QMH	2015-11-27	26
QMH	2015-11-28	22
QMH	2015-11-29	28
QMH	2015-11-30	26
QMH	2015-12-01	36
QMH	2015-12-02	22
QMH	2015-12-03	42
QMH	2015-12-04	34
QMH	2015-12-05	26
QMH	2015-12-06	32
QMH	2015-12-07	18
QMH	2015-12-08	22
QMH	2015-12-09	26
QMH	2015-12-10	38
QMH	2015-12-11	24
QMH	2015-12-12	46
QMH	2015-12-13	30
QMH	2015-12-14	34
QMH	2015-12-15	18
QMH	2015-12-16	26
QMH	2015-12-17	44
QMH	2015-12-18	26
QMH	2015-12-19	44
QMH	2015-12-20	44
QMH	2015-12-21	32
QMH	2015-12-22	26
QMH	2015-12-23	32
QMH	2015-12-24	20
QMH	2015-12-25	22
QMH	2015-12-26	36
QMH	2015-12-27	28
QMH	2015-12-28	24
QMH	2015-12-29	24
QMH	2015-12-30	24
QMH	2015-12-31	32
QMH	2016-01-01	14
QMH	2016-01-02	36
QMH	2016-01-03	32
QMH	2016-01-04	42
QMH	2016-01-05	34
QMH	2016-01-06	38
QMH	2016-01-07	30
QMH	2016-01-08	14
QMH	2016-01-09	18
QMH	2016-01-10	30
QMH	2016-01-11	22
QMH	2016-01-12	38
QMH	2016-01-13	28
QMH	2016-01-14	38
QMH	2016-01-15	24
QMH	2016-01-16	30
QMH	2016-01-17	24
QMH	2016-01-18	28
QMH	2016-01-19	40
QMH	2016-01-20	34
QMH	2016-01-21	42
QMH	2016-01-22	36
QMH	2016-01-23	32
QMH	2016-01-24	28
QMH	2016-01-25	48
QMH	2016-01-26	56
QMH	2016-01-27	28
QMH	2016-01-28	50
QMH	2016-01-29	44
QMH	2016-01-30	32
QMH	2016-01-31	36
QMH	2016-02-01	36
QMH	2016-02-02	34
QMH	2016-02-03	26
QMH	2016-02-04	22
QMH	2016-02-05	42
QMH	2016-02-06	30
QMH	2016-02-07	34
QMH	2016-02-08	34
QMH	2016-02-09	38
QMH	2016-02-10	42
QMH	2016-02-11	42
QMH	2016-02-12	48
QMH	2016-02-13	30
QMH	2016-02-14	36
QMH	2016-02-15	32
QMH	2016-02-16	26
QMH	2016-02-17	34
QMH	2016-02-18	52
QMH	2016-02-19	40
QMH	2016-02-20	38
QMH	2016-02-21	40
QMH	2016-02-22	52
QMH	2016-02-23	56
QMH	2016-02-24	20
QMH	2016-02-25	46
QMH	2016-02-26	32
QMH	2016-02-27	28
QMH	2016-02-28	12
QMH	2016-02-29	46
QMH	2016-03-01	34
QMH	2016-03-02	28
QMH	2016-03-03	52
QMH	2016-03-04	36
QMH	2016-03-05	40
QMH	2016-03-06	32
QMH	2016-03-07	28
QMH	2016-03-08	34
QMH	2016-03-09	36
QMH	2016-03-10	38
QMH	2016-03-11	16
QMH	2016-03-12	44
QMH	2016-03-13	36
QMH	2016-03-14	20
QMH	2016-03-15	38
QMH	2016-03-16	36
QMH	2016-03-17	34
QMH	2016-03-18	22
QMH	2016-03-19	48
QMH	2016-03-20	42
QMH	2016-03-21	24
QMH	2016-03-22	34
QMH	2016-03-23	36
QMH	2016-03-24	44
QMH	2016-03-25	40
QMH	2016-03-26	32
QMH	2016-03-27	44
QMH	2016-03-28	28
QMH	2016-03-29	52
QMH	2016-03-30	36
QMH	2016-03-31	48
QMH	2016-04-01	36
QMH	2016-04-02	52
QMH	2016-04-03	44
QMH	2016-04-04	48
QMH	2016-04-05	54
QMH	2016-04-06	40
QMH	2016-04-07	26
QMH	2016-04-08	54
QMH	2016-04-09	42
QMH	2016-04-10	42
QMH	2016-04-11	38
QMH	2016-04-12	32
QMH	2016-04-13	18
QMH	2016-04-14	20
QMH	2016-04-15	26
QMH	2016-04-16	34
QMH	2016-04-17	34
QMH	2016-04-18	46
QMH	2016-04-19	32
QMH	2016-04-20	44
QMH	2016-04-21	38
QMH	2016-04-22	42
QMH	2016-04-23	52
QMH	2016-04-24	50
QMH	2016-04-25	34
QMH	2016-04-26	48
QMH	2016-04-27	38
QMH	2016-04-28	42
QMH	2016-04-29	34
QMH	2016-04-30	46
QMH	2016-05-01	36
QMH	2016-05-02	36
QMH	2016-05-03	42
QMH	2016-05-04	38
QMH	2016-05-05	36
QMH	2016-05-06	48
QMH	2016-05-07	28
QMH	2016-05-08	40
QMH	2016-05-09	32
QMH	2016-05-10	36
QMH	2016-05-11	44
QMH	2016-05-12	28
QMH	2016-05-13	22
QMH	2016-05-14	46
QMH	2016-05-15	30
QMH	2016-05-16	42
QMH	2016-05-17	30
QMH	2016-05-18	32
QMH	2016-05-19	66
QMH	2016-05-20	38
QMH	2016-05-21	42
QMH	2016-05-22	32
QMH	2016-05-23	30
QMH	2016-05-24	30
QMH	2016-05-25	46
QMH	2016-05-26	42
QMH	2016-05-27	28
QMH	2016-05-28	28
QMH	2016-05-29	34
QMH	2016-05-30	38
QMH	2016-05-31	30
QMH	2016-06-01	34
QMH	2016-06-02	38
QMH	2016-06-03	32
QMH	2016-06-04	36
QMH	2016-06-05	32
QMH	2016-06-06	20
QMH	2016-06-07	22
QMH	2016-06-08	38
QMH	2016-06-09	42
QMH	2016-06-10	42
QMH	2016-06-11	28
QMH	2016-06-12	28
QMH	2016-06-13	32
QMH	2016-06-14	26
QMH	2016-06-15	36
