s1	s6	s0
PMH	2017-03-31	46
PMH	2017-04-01	40
PMH	2017-04-02	42
PMH	2017-04-03	42
PMH	2017-04-04	38
PMH	2017-04-05	36
PMH	2017-04-06	50
PMH	2017-04-07	62
PMH	2017-04-08	34
PMH	2017-04-09	46
PMH	2017-04-10	48
PMH	2017-04-11	48
PMH	2017-04-12	42
PMH	2017-04-13	26
PMH	2017-04-14	34
PMH	2017-04-15	38
PMH	2017-04-16	36
PMH	2017-04-17	48
PMH	2017-04-18	46
PMH	2017-04-19	30
PMH	2017-04-20	36
PMH	2017-04-21	46
PMH	2017-04-22	40
PMH	2017-04-23	46
PMH	2017-04-24	54
PMH	2017-04-25	30
PMH	2017-04-26	38
PMH	2017-04-27	48
PMH	2017-04-28	42
PMH	2017-04-29	28
PMH	2017-04-30	30
PMH	2017-05-01	32
PMH	2017-05-02	42
PMH	2017-05-03	44
PMH	2017-05-04	30
PMH	2017-05-05	36
PMH	2017-05-06	50
PMH	2017-05-07	30
PMH	2017-05-08	48
PMH	2017-05-09	20
PMH	2017-05-10	48
PMH	2017-05-11	44
PMH	2017-05-12	46
PMH	2017-05-13	42
PMH	2017-05-14	44
PMH	2017-05-15	50
PMH	2017-05-16	38
PMH	2017-05-17	46
PMH	2017-05-18	30
PMH	2017-05-19	28
PMH	2017-05-20	46
PMH	2017-05-21	24
PMH	2017-05-22	46
PMH	2017-05-23	48
PMH	2017-05-24	44
PMH	2017-05-25	42
PMH	2017-05-26	48
PMH	2017-05-27	36
PMH	2017-05-28	30
PMH	2017-05-29	30
PMH	2017-05-30	36
PMH	2017-05-31	60
PMH	2017-06-01	52
PMH	2017-06-02	40
PMH	2017-06-03	54
PMH	2017-06-04	46
PMH	2017-06-05	28
PMH	2017-06-06	36
PMH	2017-06-07	44
PMH	2017-06-08	32
PMH	2017-06-09	26
PMH	2017-06-10	36
PMH	2017-06-11	44
PMH	2017-06-12	24
PMH	2017-06-13	22
PMH	2017-06-14	24
PMH	2017-06-15	42
PMH	2017-06-16	36
PMH	2017-06-17	34
PMH	2017-06-18	26
PMH	2017-06-19	36
PMH	2017-06-20	46
PMH	2017-06-21	36
PMH	2017-06-22	26
PMH	2017-06-23	28
PMH	2017-06-24	28
PMH	2017-06-25	38
PMH	2017-06-26	40
PMH	2017-06-27	24
PMH	2017-06-28	34
PMH	2017-06-29	60
PMH	2017-06-30	40
PMH	2017-07-01	34
PMH	2017-07-02	50
PMH	2017-07-03	44
PMH	2017-07-04	38
PMH	2017-07-05	50
PMH	2017-07-06	34
PMH	2017-07-07	40
PMH	2017-07-08	28
PMH	2017-07-09	24
PMH	2017-07-10	30
PMH	2017-07-11	38
PMH	2017-07-12	50
PMH	2017-07-13	56
PMH	2017-07-14	54
PMH	2017-07-15	54
PMH	2017-07-16	34
PMH	2017-07-17	40
PMH	2017-07-18	50
PMH	2017-07-19	28
PMH	2017-07-20	20
PMH	2017-07-21	36
PMH	2017-07-22	32
PMH	2017-07-23	28
PMH	2017-07-24	54
PMH	2017-07-25	42
PMH	2017-07-26	50
PMH	2017-07-27	28
PMH	2017-07-28	28
PMH	2017-07-29	36
PMH	2017-07-30	44
PMH	2017-07-31	54
PMH	2017-08-01	20
PMH	2017-08-02	38
PMH	2017-08-03	44
PMH	2017-08-04	46
PMH	2017-08-05	32
PMH	2017-08-06	28
PMH	2017-08-07	28
PMH	2017-08-08	24
PMH	2017-08-09	38
PMH	2017-08-10	32
PMH	2017-08-11	30
PMH	2017-08-12	32
PMH	2017-08-13	46
PMH	2017-08-14	24
PMH	2017-08-15	28
PMH	2017-08-16	42
PMH	2017-08-17	18
PMH	2017-08-18	24
PMH	2017-08-19	36
PMH	2017-08-20	28
PMH	2017-08-21	34
PMH	2017-08-22	46
PMH	2017-08-23	22
PMH	2017-08-24	40
PMH	2017-08-25	32
PMH	2017-08-26	48
PMH	2017-08-27	30
PMH	2017-08-28	18
PMH	2017-08-29	38
PMH	2017-08-30	42
PMH	2017-08-31	18
PMH	2017-09-01	26
PMH	2017-09-02	30
PMH	2017-09-03	34
PMH	2017-09-04	44
PMH	2017-09-05	38
PMH	2017-09-06	34
PMH	2017-09-07	22
PMH	2017-09-08	44
PMH	2017-09-09	30
PMH	2017-09-10	30
PMH	2017-09-11	22
PMH	2017-09-12	24
PMH	2017-09-13	26
PMH	2017-09-14	30
PMH	2017-09-15	40
PMH	2017-09-16	36
PMH	2017-09-17	32
PMH	2017-09-18	42
PMH	2017-09-19	22
PMH	2017-09-20	44
PMH	2017-09-21	34
PMH	2017-09-22	36
PMH	2017-09-23	30
PMH	2017-09-24	26
PMH	2017-09-25	28
PMH	2017-09-26	20
PMH	2017-09-27	38
PMH	2017-09-28	30
PMH	2017-09-29	30
PMH	2017-09-30	26
PMH	2017-10-01	26
PMH	2017-10-02	36
PMH	2017-10-03	22
PMH	2017-10-04	22
PMH	2017-10-05	32
PMH	2017-10-06	58
PMH	2017-10-07	40
PMH	2017-10-08	32
PMH	2017-10-09	36
PMH	2017-10-10	30
PMH	2017-10-11	18
PMH	2017-10-12	24
PMH	2017-10-13	30
PMH	2017-10-14	20
PMH	2017-10-15	32
PMH	2017-10-16	28
PMH	2017-10-17	34
PMH	2017-10-18	34
PMH	2017-10-19	38
PMH	2017-10-20	38
PMH	2017-10-21	22
PMH	2017-10-22	30
PMH	2017-10-23	44
PMH	2017-10-24	48
PMH	2017-10-25	34
PMH	2017-10-26	42
PMH	2017-10-27	36
PMH	2017-10-28	38
PMH	2017-10-29	40
PMH	2017-10-30	22
PMH	2017-10-31	34
PMH	2017-11-01	50
PMH	2017-11-02	42
PMH	2017-11-03	26
PMH	2017-11-04	36
PMH	2017-11-05	26
PMH	2017-11-06	28
PMH	2017-11-07	46
PMH	2017-11-08	36
PMH	2017-11-09	34
PMH	2017-11-10	40
PMH	2017-11-11	30
PMH	2017-11-12	26
PMH	2017-11-13	36
PMH	2017-11-14	40
PMH	2017-11-15	28
PMH	2017-11-16	38
PMH	2017-11-17	20
PMH	2017-11-18	32
PMH	2017-11-19	28
PMH	2017-11-20	36
PMH	2017-11-21	40
PMH	2017-11-22	32
PMH	2017-11-23	32
PMH	2017-11-24	32
PMH	2017-11-25	42
PMH	2017-11-26	32
PMH	2017-11-27	26
PMH	2017-11-28	22
PMH	2017-11-29	52
PMH	2017-11-30	34
PMH	2017-12-01	46
PMH	2017-12-02	32
PMH	2017-12-03	44
PMH	2017-12-04	44
PMH	2017-12-05	26
PMH	2017-12-06	46
PMH	2017-12-07	24
PMH	2017-12-08	36
PMH	2017-12-09	34
PMH	2017-12-10	34
PMH	2017-12-11	50
PMH	2017-12-12	40
PMH	2017-12-13	30
PMH	2017-12-14	22
PMH	2017-12-15	52
PMH	2017-12-16	38
PMH	2017-12-17	30
PMH	2017-12-18	46
PMH	2017-12-19	46
PMH	2017-12-20	50
PMH	2017-12-21	44
PMH	2017-12-22	30
PMH	2017-12-23	56
PMH	2017-12-24	50
PMH	2017-12-25	36
PMH	2017-12-26	42
PMH	2017-12-27	48
PMH	2017-12-28	56
PMH	2017-12-29	34
PMH	2017-12-30	36
PMH	2017-12-31	26
PMH	2018-01-01	48
PMH	2018-01-02	44
PMH	2018-01-03	56
PMH	2018-01-04	32
PMH	2018-01-05	48
PMH	2018-01-06	30
PMH	2018-01-07	34
PMH	2018-01-08	22
PMH	2018-01-09	34
PMH	2018-01-10	44
PMH	2018-01-11	32
PMH	2018-01-12	38
PMH	2018-01-13	28
PMH	2018-01-14	36
PMH	2018-01-15	44
PMH	2018-01-16	38
PMH	2018-01-17	40
PMH	2018-01-18	48
PMH	2018-01-19	30
PMH	2018-01-20	46
PMH	2018-01-21	34
PMH	2018-01-22	26
PMH	2018-01-23	32
PMH	2018-01-24	54
PMH	2018-01-25	30
PMH	2018-01-26	38
PMH	2018-01-27	24
PMH	2018-01-28	38
PMH	2018-01-29	36
PMH	2018-01-30	28
PMH	2018-01-31	40
PMH	2018-02-01	24
PMH	2018-02-02	32
PMH	2018-02-03	48
PMH	2018-02-04	40
PMH	2018-02-05	66
PMH	2018-02-06	54
PMH	2018-02-07	32
PMH	2018-02-08	42
PMH	2018-02-09	40
PMH	2018-02-10	28
PMH	2018-02-11	44
PMH	2018-02-12	64
PMH	2018-02-13	44
PMH	2018-02-14	42
PMH	2018-02-15	26
PMH	2018-02-16	28
PMH	2018-02-17	40
PMH	2018-02-18	40
PMH	2018-02-19	50
PMH	2018-02-20	40
PMH	2018-02-21	34
PMH	2018-02-22	34
PMH	2018-02-23	34
PMH	2018-02-24	32
PMH	2018-02-25	32
PMH	2018-02-26	44
PMH	2018-02-27	38
PMH	2018-02-28	28
PMH	2018-03-01	46
PMH	2018-03-02	42
PMH	2018-03-03	42
PMH	2018-03-04	40
PMH	2018-03-05	46
PMH	2018-03-06	38
PMH	2018-03-07	18
PMH	2018-03-08	38
PMH	2018-03-09	26
PMH	2018-03-10	46
PMH	2018-03-11	26
PMH	2018-03-12	42
PMH	2018-03-13	38
PMH	2018-03-14	34
PMH	2018-03-15	48
PMH	2018-03-16	52
PMH	2018-03-17	22
PMH	2018-03-18	18
PMH	2018-03-19	40
PMH	2018-03-20	34
PMH	2018-03-21	28
PMH	2018-03-22	30
PMH	2018-03-23	36
PMH	2018-03-24	48
PMH	2018-03-25	44
PMH	2018-03-26	22
PMH	2018-03-27	40
PMH	2018-03-28	62
PMH	2018-03-29	38
PMH	2018-03-30	42
PMH	2018-03-31	38
PMH	2018-04-01	42
PMH	2018-04-02	34
PMH	2018-04-03	22
PMH	2018-04-04	32
PMH	2018-04-05	24
PMH	2018-04-06	34
PMH	2018-04-07	30
PMH	2018-04-08	22
PMH	2018-04-09	32
PMH	2018-04-10	48
PMH	2018-04-11	32
PMH	2018-04-12	42
PMH	2018-04-13	38
PMH	2018-04-14	32
PMH	2018-04-15	24
PMH	2018-04-16	28
PMH	2018-04-17	30
PMH	2018-04-18	44
PMH	2018-04-19	40
PMH	2018-04-20	22
PMH	2018-04-21	30
PMH	2018-04-22	36
PMH	2018-04-23	18
PMH	2018-04-24	32
PMH	2018-04-25	28
PMH	2018-04-26	34
PMH	2018-04-27	48
PMH	2018-04-28	34
PMH	2018-04-29	42
PMH	2018-04-30	22
PMH	2018-05-01	36
PMH	2018-05-02	30
PMH	2018-05-03	24
PMH	2018-05-04	18
PMH	2018-05-05	22
PMH	2018-05-06	38
PMH	2018-05-07	34
PMH	2018-05-08	38
PMH	2018-05-09	32
PMH	2018-05-10	28
PMH	2018-05-11	38
PMH	2018-05-12	20
PMH	2018-05-13	24
PMH	2018-05-14	36
PMH	2018-05-15	22
PMH	2018-05-16	22
PMH	2018-05-17	28
PMH	2018-05-18	20
PMH	2018-05-19	34
PMH	2018-05-20	20
PMH	2018-05-21	46
PMH	2018-05-22	40
PMH	2018-05-23	48
PMH	2018-05-24	38
PMH	2018-05-25	26
PMH	2018-05-26	36
PMH	2018-05-27	36
PMH	2018-05-28	32
PMH	2018-05-29	36
PMH	2018-05-30	24
PMH	2018-05-31	28
PMH	2018-06-01	30
PMH	2018-06-02	18
PMH	2018-06-03	32
PMH	2018-06-04	30
PMH	2018-06-05	40
PMH	2018-06-06	38
PMH	2018-06-07	28
PMH	2018-06-08	32
PMH	2018-06-09	36
PMH	2018-06-10	32
PMH	2018-06-11	32
PMH	2018-06-12	32
PMH	2018-06-13	22
PMH	2018-06-14	34
PMH	2018-06-15	22
PMH	2018-06-16	24
PMH	2018-06-17	30
PMH	2018-06-18	32
PMH	2018-06-19	32
PMH	2018-06-20	44
PMH	2018-06-21	26
PMH	2018-06-22	22
PMH	2018-06-23	26
PMH	2018-06-24	22
PMH	2018-06-25	38
PMH	2018-06-26	18
PMH	2018-06-27	28
PMH	2018-06-28	32
PMH	2018-06-29	24
PMH	2018-06-30	24
PMH	2018-07-01	28
PMH	2018-07-02	36
PMH	2018-07-03	20
PMH	2018-07-04	24
PMH	2018-07-05	24
PMH	2018-07-06	30
PMH	2018-07-07	30
PMH	2018-07-08	18
PMH	2018-07-09	40
PMH	2018-07-10	36
PMH	2018-07-11	30
PMH	2018-07-12	28
PMH	2018-07-13	20
PMH	2018-07-14	32
PMH	2018-07-15	34
PMH	2018-07-16	38
PMH	2018-07-17	12
PMH	2018-07-18	42
PMH	2018-07-19	24
PMH	2018-07-20	24
PMH	2018-07-21	30
PMH	2018-07-22	22
PMH	2018-07-23	20
PMH	2018-07-24	24
PMH	2018-07-25	30
PMH	2018-07-26	26
PMH	2018-07-27	20
PMH	2018-07-28	20
PMH	2018-07-29	28
PMH	2018-07-30	26
PMH	2018-07-31	16
PMH	2018-08-01	20
PMH	2018-08-02	36
PMH	2018-08-03	16
PMH	2018-08-04	18
PMH	2018-08-05	16
PMH	2018-08-06	26
PMH	2018-08-07	36
PMH	2018-08-08	28
PMH	2018-08-09	22
PMH	2018-08-10	34
PMH	2018-08-11	26
PMH	2018-08-12	28
PMH	2018-08-13	38
PMH	2018-08-14	32
PMH	2018-08-15	24
PMH	2018-08-16	30
PMH	2018-08-17	26
PMH	2018-08-18	28
PMH	2018-08-19	32
PMH	2018-08-20	20
PMH	2018-08-21	34
PMH	2018-08-22	18
PMH	2018-08-23	40
PMH	2018-08-24	24
PMH	2018-08-25	36
PMH	2018-08-26	34
PMH	2018-08-27	36
PMH	2018-08-28	24
PMH	2018-08-29	28
PMH	2018-08-30	28
PMH	2018-08-31	22
PMH	2018-09-01	28
PMH	2018-09-02	32
PMH	2018-09-03	22
PMH	2018-09-04	20
PMH	2018-09-05	20
PMH	2018-09-06	26
PMH	2018-09-07	30
PMH	2018-09-08	24
PMH	2018-09-09	16
PMH	2018-09-10	34
PMH	2018-09-11	22
PMH	2018-09-12	30
PMH	2018-09-13	22
PMH	2018-09-14	36
PMH	2018-09-15	34
PMH	2018-09-16	10
PMH	2018-09-17	40
PMH	2018-09-18	32
PMH	2018-09-19	32
PMH	2018-09-20	32
PMH	2018-09-21	26
PMH	2018-09-22	24
PMH	2018-09-23	32
PMH	2018-09-24	28
PMH	2018-09-25	24
PMH	2018-09-26	44
PMH	2018-09-27	18
PMH	2018-09-28	26
PMH	2018-09-29	36
PMH	2018-09-30	38
PMH	2018-10-01	20
PMH	2018-10-02	34
PMH	2018-10-03	36
PMH	2018-10-04	34
PMH	2018-10-05	18
PMH	2018-10-06	32
PMH	2018-10-07	18
PMH	2018-10-08	36
PMH	2018-10-09	30
PMH	2018-10-10	30
PMH	2018-10-11	32
PMH	2018-10-12	30
PMH	2018-10-13	22
PMH	2018-10-14	28
PMH	2018-10-15	40
PMH	2018-10-16	16
PMH	2018-10-17	30
PMH	2018-10-18	30
PMH	2018-10-19	28
PMH	2018-10-20	34
PMH	2018-10-21	36
PMH	2018-10-22	24
PMH	2018-10-23	36
PMH	2018-10-24	26
PMH	2018-10-25	30
PMH	2018-10-26	52
PMH	2018-10-27	18
PMH	2018-10-28	30
PMH	2018-10-29	40
PMH	2018-10-30	46
PMH	2018-10-31	38
PMH	2018-11-01	30
PMH	2018-11-02	18
PMH	2018-11-03	20
PMH	2018-11-04	16
PMH	2018-11-05	24
PMH	2018-11-06	36
PMH	2018-11-07	22
PMH	2018-11-08	24
PMH	2018-11-09	22
PMH	2018-11-10	28
PMH	2018-11-11	30
PMH	2018-11-12	24
PMH	2018-11-13	36
PMH	2018-11-14	38
PMH	2018-11-15	32
PMH	2018-11-16	18
PMH	2018-11-17	28
PMH	2018-11-18	24
PMH	2018-11-19	32
PMH	2018-11-20	26
PMH	2018-11-21	28
PMH	2018-11-22	32
PMH	2018-11-23	28
PMH	2018-11-24	30
PMH	2018-11-25	24
PMH	2018-11-26	48
PMH	2018-11-27	38
PMH	2018-11-28	24
PMH	2018-11-29	24
PMH	2018-11-30	28
PMH	2018-12-01	34
PMH	2018-12-02	30
PMH	2018-12-03	30
PMH	2018-12-04	38
PMH	2018-12-05	32
PMH	2018-12-06	26
PMH	2018-12-07	36
PMH	2018-12-08	44
PMH	2018-12-09	34
PMH	2018-12-10	24
PMH	2018-12-11	46
PMH	2018-12-12	14
PMH	2018-12-13	30
PMH	2018-12-14	22
PMH	2018-12-15	40
PMH	2018-12-16	36
PMH	2018-12-17	46
PMH	2018-12-18	48
PMH	2018-12-19	26
PMH	2018-12-20	38
PMH	2018-12-21	40
PMH	2018-12-22	42
PMH	2018-12-23	24
PMH	2018-12-24	30
PMH	2018-12-25	18
PMH	2018-12-26	22
PMH	2018-12-27	48
PMH	2018-12-28	30
PMH	2018-12-29	32
PMH	2018-12-30	20
PMH	2018-12-31	42
PMH	2019-01-01	46
PMH	2019-01-02	56
PMH	2019-01-03	40
PMH	2019-01-04	40
PMH	2019-01-05	36
PMH	2019-01-06	28
PMH	2019-01-07	50
PMH	2019-01-08	44
PMH	2019-01-09	32
PMH	2019-01-10	38
PMH	2019-01-11	30
PMH	2019-01-12	24
PMH	2019-01-13	36
PMH	2019-01-14	26
PMH	2019-01-15	48
PMH	2019-01-16	38
PMH	2019-01-17	38
PMH	2019-01-18	30
PMH	2019-01-19	40
PMH	2019-01-20	42
PMH	2019-01-21	42
PMH	2019-01-22	36
PMH	2019-01-23	30
PMH	2019-01-24	36
PMH	2019-01-25	32
PMH	2019-01-26	42
PMH	2019-01-27	24
PMH	2019-01-28	46
PMH	2019-01-29	52
PMH	2019-01-30	42
PMH	2019-01-31	52
PMH	2019-02-01	32
PMH	2019-02-02	48
PMH	2019-02-03	40
PMH	2019-02-04	36
PMH	2019-02-05	32
PMH	2019-02-06	38
PMH	2019-02-07	50
PMH	2019-02-08	42
PMH	2019-02-09	32
PMH	2019-02-10	36
PMH	2019-02-11	36
PMH	2019-02-12	42
PMH	2019-02-13	30
PMH	2019-02-14	28
PMH	2019-02-15	22
PMH	2019-02-16	42
PMH	2019-02-17	32
PMH	2019-02-18	40
PMH	2019-02-19	40
PMH	2019-02-20	44
PMH	2019-02-21	30
PMH	2019-02-22	42
PMH	2019-02-23	46
PMH	2019-02-24	38
PMH	2019-02-25	46
PMH	2019-02-26	22
PMH	2019-02-27	40
PMH	2019-02-28	56
PMH	2019-03-01	50
PMH	2019-03-02	34
PMH	2019-03-03	26
PMH	2019-03-04	46
PMH	2019-03-05	34
PMH	2019-03-06	44
PMH	2019-03-07	62
PMH	2019-03-08	36
PMH	2019-03-09	60
PMH	2019-03-10	24
PMH	2019-03-11	36
PMH	2019-03-12	28
PMH	2019-03-13	44
PMH	2019-03-14	34
PMH	2019-03-15	52
PMH	2019-03-16	38
PMH	2019-03-17	30
PMH	2019-03-18	46
PMH	2019-03-19	38
PMH	2019-03-20	36
PMH	2019-03-21	36
PMH	2019-03-22	40
PMH	2019-03-23	32
PMH	2019-03-24	32
PMH	2019-03-25	40
PMH	2019-03-26	48
PMH	2019-03-27	32
PMH	2019-03-28	52
PMH	2019-03-29	40
PMH	2019-03-30	40
PMH	2019-03-31	28
PMH	2019-04-01	28
PMH	2019-04-02	36
PMH	2019-04-03	34
PMH	2019-04-04	34
PMH	2019-04-05	36
PMH	2019-04-06	46
PMH	2019-04-07	38
PMH	2019-04-08	46
PMH	2019-04-09	60
PMH	2019-04-10	60
PMH	2019-04-11	48
PMH	2019-04-12	38
PMH	2019-04-13	28
PMH	2019-04-14	32
PMH	2019-04-15	32
PMH	2019-04-16	24
PMH	2019-04-17	20
PMH	2019-04-18	38
PMH	2019-04-19	30
PMH	2019-04-20	38
PMH	2019-04-21	32
PMH	2019-04-22	44
PMH	2019-04-23	40
PMH	2019-04-24	34
PMH	2019-04-25	36
PMH	2019-04-26	32
PMH	2019-04-27	28
PMH	2019-04-28	30
PMH	2019-04-29	50
PMH	2019-04-30	32
PMH	2019-05-01	50
PMH	2019-05-02	48
PMH	2019-05-03	44
PMH	2019-05-04	38
PMH	2019-05-05	50
PMH	2019-05-06	32
PMH	2019-05-07	44
PMH	2019-05-08	40
PMH	2019-05-09	46
PMH	2019-05-10	42
PMH	2019-05-11	46
PMH	2019-05-12	34
PMH	2019-05-13	46
PMH	2019-05-14	42
PMH	2019-05-15	40
PMH	2019-05-16	52
PMH	2019-05-17	34
PMH	2019-05-18	36
PMH	2019-05-19	46
PMH	2019-05-20	40
PMH	2019-05-21	32
PMH	2019-05-22	54
PMH	2019-05-23	24
PMH	2019-05-24	30
PMH	2019-05-25	40
PMH	2019-05-26	28
PMH	2019-05-27	36
PMH	2019-05-28	28
PMH	2019-05-29	30
PMH	2019-05-30	32
PMH	2019-05-31	42
PMH	2019-06-01	36
PMH	2019-06-02	38
PMH	2019-06-03	42
PMH	2019-06-04	36
PMH	2019-06-05	36
PMH	2019-06-06	32
PMH	2019-06-07	28
PMH	2019-06-08	52
PMH	2019-06-09	34
PMH	2019-06-10	42
PMH	2019-06-11	42
PMH	2019-06-12	44
PMH	2019-06-13	40
PMH	2019-06-14	40
PMH	2019-06-15	22
PMH	2019-06-16	42
PMH	2019-06-17	32
PMH	2019-06-18	28
PMH	2019-06-19	38
PMH	2019-06-20	44
PMH	2019-06-21	38
PMH	2019-06-22	34
PMH	2019-06-23	38
PMH	2019-06-24	34
PMH	2019-06-25	40
PMH	2019-06-26	42
PMH	2019-06-27	46
PMH	2019-06-28	34
PMH	2019-06-29	46
PMH	2019-06-30	20
PMH	2019-07-01	42
PMH	2019-07-02	44
PMH	2019-07-03	36
PMH	2019-07-04	26
PMH	2019-07-05	32
PMH	2019-07-06	32
PMH	2019-07-07	44
PMH	2019-07-08	36
PMH	2019-07-09	18
PMH	2019-07-10	28
PMH	2019-07-11	36
PMH	2019-07-12	38
PMH	2019-07-13	22
PMH	2019-07-14	20
PMH	2019-07-15	34
PMH	2019-07-16	44
PMH	2019-07-17	40
PMH	2019-07-18	28
PMH	2019-07-19	40
PMH	2019-07-20	36
PMH	2019-07-21	34
PMH	2019-07-22	30
PMH	2019-07-23	28
PMH	2019-07-24	30
PMH	2019-07-25	32
PMH	2019-07-26	22
PMH	2019-07-27	16
PMH	2019-07-28	30
PMH	2019-07-29	38
PMH	2019-07-30	42
PMH	2019-07-31	14
PMH	2019-08-01	24
PMH	2019-08-02	24
PMH	2019-08-03	24
PMH	2019-08-04	16
PMH	2019-08-05	24
PMH	2019-08-06	42
PMH	2019-08-07	22
PMH	2019-08-08	34
PMH	2019-08-09	42
PMH	2019-08-10	16
PMH	2019-08-11	34
PMH	2019-08-12	32
PMH	2019-08-13	32
PMH	2019-08-14	40
PMH	2019-08-15	34
PMH	2019-08-16	34
PMH	2019-08-17	20
PMH	2019-08-18	28
PMH	2019-08-19	32
PMH	2019-08-20	36
PMH	2019-08-21	24
PMH	2019-08-22	22
PMH	2019-08-23	28
PMH	2019-08-24	30
PMH	2019-08-25	30
PMH	2019-08-26	36
PMH	2019-08-27	28
PMH	2019-08-28	18
PMH	2019-08-29	18
PMH	2019-08-30	34
PMH	2019-08-31	28
PMH	2019-09-01	28
PMH	2019-09-02	24
PMH	2019-09-03	24
PMH	2019-09-04	24
PMH	2019-09-05	36
PMH	2019-09-06	22
PMH	2019-09-07	34
PMH	2019-09-08	28
PMH	2019-09-09	38
PMH	2019-09-10	24
PMH	2019-09-11	20
PMH	2019-09-12	24
PMH	2019-09-13	28
PMH	2019-09-14	30
PMH	2019-09-15	24
PMH	2019-09-16	24
PMH	2019-09-17	24
PMH	2019-09-18	46
PMH	2019-09-19	30
PMH	2019-09-20	24
PMH	2019-09-21	22
PMH	2019-09-22	42
PMH	2019-09-23	36
PMH	2019-09-24	40
PMH	2019-09-25	36
PMH	2019-09-26	56
PMH	2019-09-27	32
PMH	2019-09-28	28
PMH	2019-09-29	48
PMH	2019-09-30	42
PMH	2019-10-01	26
PMH	2019-10-02	44
PMH	2019-10-03	38
PMH	2019-10-04	42
PMH	2019-10-05	18
PMH	2019-10-06	34
PMH	2019-10-07	54
PMH	2019-10-08	32
PMH	2019-10-09	38
PMH	2019-10-10	22
PMH	2019-10-11	26
PMH	2019-10-12	22
PMH	2019-10-13	32
PMH	2019-10-14	34
PMH	2019-10-15	26
PMH	2019-10-16	24
PMH	2019-10-17	36
PMH	2019-10-18	28
PMH	2019-10-19	56
PMH	2019-10-20	36
PMH	2019-10-21	36
PMH	2019-10-22	30
PMH	2019-10-23	34
PMH	2019-10-24	38
PMH	2019-10-25	40
PMH	2019-10-26	40
PMH	2019-10-27	36
PMH	2019-10-28	38
PMH	2019-10-29	26
PMH	2019-10-30	20
PMH	2019-10-31	42
PMH	2019-11-01	34
PMH	2019-11-02	46
PMH	2019-11-03	38
PMH	2019-11-04	38
PMH	2019-11-05	22
PMH	2019-11-06	22
PMH	2019-11-07	36
PMH	2019-11-08	28
PMH	2019-11-09	24
PMH	2019-11-10	38
PMH	2019-11-11	42
PMH	2019-11-12	46
PMH	2019-11-13	24
PMH	2019-11-14	32
PMH	2019-11-15	42
PMH	2019-11-16	30
PMH	2019-11-17	48
PMH	2019-11-18	56
PMH	2019-11-19	26
PMH	2019-11-20	32
PMH	2019-11-21	36
PMH	2019-11-22	32
PMH	2019-11-23	58
PMH	2019-11-24	24
PMH	2019-11-25	26
PMH	2019-11-26	30
PMH	2019-11-27	28
PMH	2019-11-28	34
PMH	2019-11-29	24
PMH	2019-11-30	30
PMH	2019-12-01	44
PMH	2019-12-02	24
PMH	2019-12-03	32
PMH	2019-12-04	42
PMH	2019-12-05	36
PMH	2019-12-06	46
PMH	2019-12-07	18
PMH	2019-12-08	38
PMH	2019-12-09	60
PMH	2019-12-10	38
PMH	2019-12-11	48
PMH	2019-12-12	36
PMH	2019-12-13	30
PMH	2019-12-14	30
PMH	2019-12-15	44
PMH	2019-12-16	36
PMH	2019-12-17	32
PMH	2019-12-18	34
PMH	2019-12-19	18
PMH	2019-12-20	56
PMH	2019-12-21	30
PMH	2019-12-22	38
PMH	2019-12-23	44
PMH	2019-12-24	36
PMH	2019-12-25	30
PMH	2019-12-26	26
PMH	2019-12-27	30
PMH	2019-12-28	36
PMH	2019-12-29	42
PMH	2019-12-30	32
PMH	2019-12-31	48
PMH	2020-01-01	26
PMH	2020-01-02	40
PMH	2020-01-03	40
PMH	2020-01-04	26
PMH	2020-01-05	48
PMH	2020-01-06	44
PMH	2020-01-07	36
PMH	2020-01-08	40
PMH	2020-01-09	36
PMH	2020-01-10	46
PMH	2020-01-11	34
PMH	2020-01-12	40
PMH	2020-01-13	38
PMH	2020-01-14	46
PMH	2020-01-15	46
PMH	2020-01-16	34
PMH	2020-01-17	38
PMH	2020-01-18	40
PMH	2020-01-19	30
PMH	2020-01-20	38
PMH	2020-01-21	28
PMH	2020-01-22	32
PMH	2020-01-23	34
PMH	2020-01-24	46
PMH	2020-01-25	48
PMH	2020-01-26	42
PMH	2020-01-27	26
PMH	2020-01-28	20
PMH	2020-01-29	36
PMH	2020-01-30	48
PMH	2020-01-31	38
PMH	2020-02-01	26
PMH	2020-02-02	42
PMH	2020-02-03	44
PMH	2020-02-04	32
PMH	2020-02-05	22
PMH	2020-02-06	20
PMH	2020-02-07	24
PMH	2020-02-08	26
PMH	2020-02-09	28
PMH	2020-02-10	28
PMH	2020-02-11	28
PMH	2020-02-12	20
PMH	2020-02-13	24
PMH	2020-02-14	32
PMH	2020-02-15	38
PMH	2020-02-16	24
PMH	2020-02-17	20
PMH	2020-02-18	28
PMH	2020-02-19	24
PMH	2020-02-20	30
PMH	2020-02-21	14
PMH	2020-02-22	34
PMH	2020-02-23	24
PMH	2020-02-24	26
PMH	2020-02-25	24
PMH	2020-02-26	32
PMH	2020-02-27	28
PMH	2020-02-28	36
PMH	2020-02-29	22
PMH	2020-03-01	12
PMH	2020-03-02	20
PMH	2020-03-03	20
PMH	2020-03-04	14
PMH	2020-03-05	12
PMH	2020-03-06	28
PMH	2020-03-07	18
PMH	2020-03-08	32
PMH	2020-03-09	26
PMH	2020-03-10	28
