s1	s6	s0
KWH	2011-01-11	690
KWH	2011-01-12	626
KWH	2011-01-13	750
KWH	2011-01-14	760
KWH	2011-01-15	744
KWH	2011-01-16	702
KWH	2011-01-17	802
KWH	2011-01-18	770
KWH	2011-01-19	788
KWH	2011-01-20	820
KWH	2011-01-21	766
KWH	2011-01-22	770
KWH	2011-01-23	748
KWH	2011-01-24	870
KWH	2011-01-25	780
KWH	2011-01-26	792
KWH	2011-01-27	828
KWH	2011-01-28	884
KWH	2011-01-29	774
KWH	2011-01-30	756
KWH	2011-01-31	818
KWH	2011-02-01	640
KWH	2011-02-02	640
KWH	2011-02-03	646
KWH	2011-02-04	850
KWH	2011-02-05	898
KWH	2011-02-06	734
KWH	2011-02-07	836
KWH	2011-02-08	758
KWH	2011-02-09	758
KWH	2011-02-10	788
KWH	2011-02-11	712
KWH	2011-02-12	726
KWH	2011-02-13	678
KWH	2011-02-14	694
KWH	2011-02-15	630
KWH	2011-02-16	658
KWH	2011-02-17	682
KWH	2011-02-18	756
KWH	2011-02-19	688
KWH	2011-02-20	688
KWH	2011-02-21	798
KWH	2011-02-22	724
KWH	2011-02-23	752
KWH	2011-02-24	800
KWH	2011-02-25	740
KWH	2011-02-26	702
KWH	2011-02-27	756
KWH	2011-02-28	810
KWH	2011-03-01	774
KWH	2011-03-02	718
KWH	2011-03-03	758
KWH	2011-03-04	702
KWH	2011-03-05	710
KWH	2011-03-06	752
KWH	2011-03-07	772
KWH	2011-03-08	748
KWH	2011-03-09	718
KWH	2011-03-10	758
KWH	2011-03-11	700
KWH	2011-03-12	722
KWH	2011-03-13	684
KWH	2011-03-14	782
KWH	2011-03-15	718
KWH	2011-03-16	688
KWH	2011-03-17	730
KWH	2011-03-18	666
KWH	2011-03-19	660
KWH	2011-03-20	690
KWH	2011-03-21	832
KWH	2011-03-22	754
KWH	2011-03-23	694
KWH	2011-03-24	718
KWH	2011-03-25	756
KWH	2011-03-26	656
KWH	2011-03-27	686
KWH	2011-03-28	786
KWH	2011-03-29	714
KWH	2011-03-30	710
KWH	2011-03-31	700
KWH	2011-04-01	688
KWH	2011-04-02	774
KWH	2011-04-03	694
KWH	2011-04-04	846
KWH	2011-04-05	648
KWH	2011-04-06	756
KWH	2011-04-07	740
KWH	2011-04-08	762
KWH	2011-04-09	740
KWH	2011-04-10	686
KWH	2011-04-11	828
KWH	2011-04-12	776
KWH	2011-04-13	740
KWH	2011-04-14	746
KWH	2011-04-15	794
KWH	2011-04-16	692
KWH	2011-04-17	672
KWH	2011-04-18	874
KWH	2011-04-19	794
KWH	2011-04-20	782
KWH	2011-04-21	820
KWH	2011-04-22	766
KWH	2011-04-23	746
KWH	2011-04-24	804
KWH	2011-04-25	800
KWH	2011-04-26	770
KWH	2011-04-27	756
KWH	2011-04-28	696
KWH	2011-04-29	658
KWH	2011-04-30	772
KWH	2011-05-01	684
KWH	2011-05-02	738
KWH	2011-05-03	802
KWH	2011-05-04	736
KWH	2011-05-05	700
KWH	2011-05-06	696
KWH	2011-05-07	718
KWH	2011-05-08	672
KWH	2011-05-09	820
KWH	2011-05-10	702
KWH	2011-05-11	752
KWH	2011-05-12	704
KWH	2011-05-13	676
KWH	2011-05-14	632
KWH	2011-05-15	712
KWH	2011-05-16	824
KWH	2011-05-17	676
KWH	2011-05-18	700
KWH	2011-05-19	696
KWH	2011-05-20	762
KWH	2011-05-21	648
KWH	2011-05-22	700
KWH	2011-05-23	724
KWH	2011-05-24	650
KWH	2011-05-25	732
KWH	2011-05-26	688
KWH	2011-05-27	734
KWH	2011-05-28	680
KWH	2011-05-29	724
KWH	2011-05-30	790
KWH	2011-05-31	734
KWH	2011-06-01	662
KWH	2011-06-02	676
KWH	2011-06-03	708
KWH	2011-06-04	694
KWH	2011-06-05	704
KWH	2011-06-06	702
KWH	2011-06-07	854
KWH	2011-06-08	738
KWH	2011-06-09	712
KWH	2011-06-10	810
KWH	2011-06-11	652
KWH	2011-06-12	734
KWH	2011-06-13	860
KWH	2011-06-14	766
KWH	2011-06-15	684
KWH	2011-06-16	694
KWH	2011-06-17	736
KWH	2011-06-18	760
KWH	2011-06-19	646
KWH	2011-06-20	808
KWH	2011-06-21	736
KWH	2011-06-22	668
KWH	2011-06-23	752
KWH	2011-06-24	770
KWH	2011-06-25	740
KWH	2011-06-26	732
KWH	2011-06-27	806
KWH	2011-06-28	710
KWH	2011-06-29	692
KWH	2011-06-30	720
KWH	2011-07-01	648
KWH	2011-07-02	762
KWH	2011-07-03	660
KWH	2011-07-04	750
KWH	2011-07-05	674
KWH	2011-07-06	696
KWH	2011-07-07	730
KWH	2011-07-08	750
KWH	2011-07-09	718
KWH	2011-07-10	654
KWH	2011-07-11	732
KWH	2011-07-12	720
KWH	2011-07-13	722
KWH	2011-07-14	720
KWH	2011-07-15	772
KWH	2011-07-16	676
KWH	2011-07-17	728
KWH	2011-07-18	782
KWH	2011-07-19	694
KWH	2011-07-20	704
KWH	2011-07-21	674
KWH	2011-07-22	668
KWH	2011-07-23	736
KWH	2011-07-24	714
KWH	2011-07-25	714
KWH	2011-07-26	766
KWH	2011-07-27	712
KWH	2011-07-28	688
KWH	2011-07-29	686
KWH	2011-07-30	688
KWH	2011-07-31	704
KWH	2011-08-01	712
KWH	2011-08-02	696
KWH	2011-08-03	700
KWH	2011-08-04	740
KWH	2011-08-05	784
KWH	2011-08-06	686
KWH	2011-08-07	668
KWH	2011-08-08	774
KWH	2011-08-09	638
KWH	2011-08-10	684
KWH	2011-08-11	718
KWH	2011-08-12	690
KWH	2011-08-13	644
KWH	2011-08-14	700
KWH	2011-08-15	800
KWH	2011-08-16	690
KWH	2011-08-17	692
KWH	2011-08-18	784
KWH	2011-08-19	784
KWH	2011-08-20	648
KWH	2011-08-21	676
KWH	2011-08-22	722
KWH	2011-08-23	782
KWH	2011-08-24	732
KWH	2011-08-25	756
KWH	2011-08-26	724
KWH	2011-08-27	742
KWH	2011-08-28	722
KWH	2011-08-29	824
KWH	2011-08-30	710
KWH	2011-08-31	680
KWH	2011-09-01	718
KWH	2011-09-02	724
KWH	2011-09-03	710
KWH	2011-09-04	672
KWH	2011-09-05	806
KWH	2011-09-06	726
KWH	2011-09-07	772
KWH	2011-09-08	728
KWH	2011-09-09	672
KWH	2011-09-10	664
KWH	2011-09-11	754
KWH	2011-09-12	730
KWH	2011-09-13	760
KWH	2011-09-14	796
KWH	2011-09-15	752
KWH	2011-09-16	766
KWH	2011-09-17	696
KWH	2011-09-18	716
KWH	2011-09-19	808
KWH	2011-09-20	734
KWH	2011-09-21	678
KWH	2011-09-22	750
KWH	2011-09-23	734
KWH	2011-09-24	672
KWH	2011-09-25	724
KWH	2011-09-26	780
KWH	2011-09-27	754
KWH	2011-09-28	742
KWH	2011-09-29	686
KWH	2011-09-30	814
KWH	2011-10-01	762
KWH	2011-10-02	774
KWH	2011-10-03	780
KWH	2011-10-04	728
KWH	2011-10-05	748
KWH	2011-10-06	728
KWH	2011-10-07	756
KWH	2011-10-08	630
KWH	2011-10-09	642
KWH	2011-10-10	778
KWH	2011-10-11	666
KWH	2011-10-12	664
KWH	2011-10-13	696
KWH	2011-10-14	796
KWH	2011-10-15	684
KWH	2011-10-16	720
KWH	2011-10-17	826
KWH	2011-10-18	778
KWH	2011-10-19	736
KWH	2011-10-20	812
KWH	2011-10-21	766
KWH	2011-10-22	748
KWH	2011-10-23	664
KWH	2011-10-24	822
KWH	2011-10-25	712
KWH	2011-10-26	680
KWH	2011-10-27	718
KWH	2011-10-28	764
KWH	2011-10-29	724
KWH	2011-10-30	742
KWH	2011-10-31	846
KWH	2011-11-01	786
KWH	2011-11-02	782
KWH	2011-11-03	770
KWH	2011-11-04	762
KWH	2011-11-05	758
KWH	2011-11-06	716
KWH	2011-11-07	820
KWH	2011-11-08	746
KWH	2011-11-09	668
KWH	2011-11-10	712
KWH	2011-11-11	720
KWH	2011-11-12	726
KWH	2011-11-13	766
KWH	2011-11-14	838
KWH	2011-11-15	744
KWH	2011-11-16	748
KWH	2011-11-17	680
KWH	2011-11-18	794
KWH	2011-11-19	746
KWH	2011-11-20	688
KWH	2011-11-21	838
KWH	2011-11-22	702
KWH	2011-11-23	760
KWH	2011-11-24	712
KWH	2011-11-25	716
KWH	2011-11-26	716
KWH	2011-11-27	724
KWH	2011-11-28	814
KWH	2011-11-29	772
KWH	2011-11-30	764
KWH	2011-12-01	676
KWH	2011-12-02	698
KWH	2011-12-03	672
KWH	2011-12-04	654
KWH	2011-12-05	740
KWH	2011-12-06	744
KWH	2011-12-07	682
KWH	2011-12-08	628
KWH	2011-12-09	654
KWH	2011-12-10	630
KWH	2011-12-11	608
KWH	2011-12-12	768
KWH	2011-12-13	710
KWH	2011-12-14	776
KWH	2011-12-15	682
KWH	2011-12-16	676
KWH	2011-12-17	710
KWH	2011-12-18	706
KWH	2011-12-19	804
KWH	2011-12-20	770
KWH	2011-12-21	654
KWH	2011-12-22	646
KWH	2011-12-23	712
KWH	2011-12-24	652
KWH	2011-12-25	784
KWH	2011-12-26	780
KWH	2011-12-27	768
KWH	2011-12-28	828
KWH	2011-12-29	730
KWH	2011-12-30	682
KWH	2011-12-31	752
KWH	2012-01-01	766
KWH	2012-01-02	784
KWH	2012-01-03	830
KWH	2012-01-04	818
KWH	2012-01-05	662
KWH	2012-01-06	678
KWH	2012-01-07	686
KWH	2012-01-08	696
KWH	2012-01-09	818
KWH	2012-01-10	736
KWH	2012-01-11	726
KWH	2012-01-12	740
KWH	2012-01-13	742
KWH	2012-01-14	688
KWH	2012-01-15	654
KWH	2012-01-16	750
KWH	2012-01-17	680
KWH	2012-01-18	764
KWH	2012-01-19	734
KWH	2012-01-20	682
KWH	2012-01-21	660
KWH	2012-01-22	576
KWH	2012-01-23	574
KWH	2012-01-24	666
KWH	2012-01-25	646
KWH	2012-01-26	702
KWH	2012-01-27	684
KWH	2012-01-28	710
KWH	2012-01-29	608
KWH	2012-01-30	738
KWH	2012-01-31	802
KWH	2012-02-01	804
KWH	2012-02-02	812
KWH	2012-02-03	764
KWH	2012-02-04	758
KWH	2012-02-05	772
KWH	2012-02-06	814
KWH	2012-02-07	830
KWH	2012-02-08	744
KWH	2012-02-09	768
KWH	2012-02-10	808
KWH	2012-02-11	746
KWH	2012-02-12	766
KWH	2012-02-13	850
KWH	2012-02-14	820
KWH	2012-02-15	776
KWH	2012-02-16	786
KWH	2012-02-17	782
KWH	2012-02-18	826
KWH	2012-02-19	784
KWH	2012-02-20	942
KWH	2012-02-21	852
KWH	2012-02-22	914
KWH	2012-02-23	826
KWH	2012-02-24	854
KWH	2012-02-25	734
KWH	2012-02-26	764
KWH	2012-02-27	864
KWH	2012-02-28	782
KWH	2012-02-29	722
KWH	2012-03-01	778
KWH	2012-03-02	942
KWH	2012-03-03	732
KWH	2012-03-04	752
KWH	2012-03-05	938
KWH	2012-03-06	868
KWH	2012-03-07	770
KWH	2012-03-08	742
KWH	2012-03-09	732
KWH	2012-03-10	784
KWH	2012-03-11	722
KWH	2012-03-12	824
KWH	2012-03-13	738
KWH	2012-03-14	802
KWH	2012-03-15	770
KWH	2012-03-16	788
KWH	2012-03-17	788
KWH	2012-03-18	768
KWH	2012-03-19	896
KWH	2012-03-20	828
KWH	2012-03-21	800
KWH	2012-03-22	752
KWH	2012-03-23	842
KWH	2012-03-24	712
KWH	2012-03-25	816
KWH	2012-03-26	936
KWH	2012-03-27	820
KWH	2012-03-28	852
KWH	2012-03-29	802
KWH	2012-03-30	810
KWH	2012-03-31	766
KWH	2012-04-01	704
KWH	2012-04-02	842
KWH	2012-04-03	752
KWH	2012-04-04	686
KWH	2012-04-05	758
KWH	2012-04-06	686
KWH	2012-04-07	638
KWH	2012-04-08	730
KWH	2012-04-09	724
KWH	2012-04-10	760
KWH	2012-04-11	716
KWH	2012-04-12	714
KWH	2012-04-13	764
KWH	2012-04-14	730
KWH	2012-04-15	716
KWH	2012-04-16	768
KWH	2012-04-17	668
KWH	2012-04-18	692
KWH	2012-04-19	720
KWH	2012-04-20	698
KWH	2012-04-21	734
KWH	2012-04-22	752
KWH	2012-04-23	796
KWH	2012-04-24	768
KWH	2012-04-25	724
KWH	2012-04-26	750
KWH	2012-04-27	704
KWH	2012-04-28	772
KWH	2012-04-29	726
KWH	2012-04-30	830
KWH	2012-05-01	740
KWH	2012-05-02	796
KWH	2012-05-03	750
KWH	2012-05-04	734
KWH	2012-05-05	724
KWH	2012-05-06	728
KWH	2012-05-07	848
KWH	2012-05-08	742
KWH	2012-05-09	710
KWH	2012-05-10	748
KWH	2012-05-11	722
KWH	2012-05-12	744
KWH	2012-05-13	786
KWH	2012-05-14	820
KWH	2012-05-15	786
KWH	2012-05-16	758
KWH	2012-05-17	854
KWH	2012-05-18	760
KWH	2012-05-19	740
KWH	2012-05-20	782
KWH	2012-05-21	868
KWH	2012-05-22	834
KWH	2012-05-23	808
KWH	2012-05-24	778
KWH	2012-05-25	770
KWH	2012-05-26	744
KWH	2012-05-27	780
KWH	2012-05-28	850
KWH	2012-05-29	888
KWH	2012-05-30	804
KWH	2012-05-31	720
KWH	2012-06-01	798
KWH	2012-06-02	694
KWH	2012-06-03	760
KWH	2012-06-04	846
KWH	2012-06-05	808
KWH	2012-06-06	698
KWH	2012-06-07	764
KWH	2012-06-08	808
KWH	2012-06-09	760
KWH	2012-06-10	742
KWH	2012-06-11	776
KWH	2012-06-12	742
KWH	2012-06-13	716
KWH	2012-06-14	720
KWH	2012-06-15	774
KWH	2012-06-16	658
KWH	2012-06-17	652
KWH	2012-06-18	800
KWH	2012-06-19	648
KWH	2012-06-20	694
KWH	2012-06-21	768
KWH	2012-06-22	702
KWH	2012-06-23	656
KWH	2012-06-24	724
KWH	2012-06-25	826
KWH	2012-06-26	708
KWH	2012-06-27	712
KWH	2012-06-28	722
KWH	2012-06-29	798
KWH	2012-06-30	632
KWH	2012-07-01	736
KWH	2012-07-02	740
KWH	2012-07-03	844
KWH	2012-07-04	688
KWH	2012-07-05	718
KWH	2012-07-06	728
KWH	2012-07-07	668
KWH	2012-07-08	710
KWH	2012-07-09	844
KWH	2012-07-10	720
KWH	2012-07-11	710
KWH	2012-07-12	640
KWH	2012-07-13	726
KWH	2012-07-14	674
KWH	2012-07-15	654
KWH	2012-07-16	862
KWH	2012-07-17	694
KWH	2012-07-18	720
KWH	2012-07-19	724
KWH	2012-07-20	738
KWH	2012-07-21	728
KWH	2012-07-22	654
KWH	2012-07-23	674
KWH	2012-07-24	638
KWH	2012-07-25	704
KWH	2012-07-26	690
KWH	2012-07-27	706
KWH	2012-07-28	728
KWH	2012-07-29	778
KWH	2012-07-30	776
KWH	2012-07-31	764
KWH	2012-08-01	712
KWH	2012-08-02	716
KWH	2012-08-03	744
KWH	2012-08-04	698
KWH	2012-08-05	754
KWH	2012-08-06	836
KWH	2012-08-07	788
KWH	2012-08-08	752
KWH	2012-08-09	730
KWH	2012-08-10	690
KWH	2012-08-11	706
KWH	2012-08-12	688
KWH	2012-08-13	776
KWH	2012-08-14	764
KWH	2012-08-15	812
KWH	2012-08-16	706
KWH	2012-08-17	658
KWH	2012-08-18	720
KWH	2012-08-19	738
KWH	2012-08-20	796
KWH	2012-08-21	682
KWH	2012-08-22	692
KWH	2012-08-23	660
KWH	2012-08-24	644
KWH	2012-08-25	688
KWH	2012-08-26	698
KWH	2012-08-27	748
KWH	2012-08-28	724
KWH	2012-08-29	736
KWH	2012-08-30	632
KWH	2012-08-31	638
KWH	2012-09-01	708
KWH	2012-09-02	628
KWH	2012-09-03	732
KWH	2012-09-04	708
KWH	2012-09-05	694
KWH	2012-09-06	694
KWH	2012-09-07	660
KWH	2012-09-08	670
KWH	2012-09-09	716
KWH	2012-09-10	736
KWH	2012-09-11	692
KWH	2012-09-12	700
KWH	2012-09-13	748
KWH	2012-09-14	660
KWH	2012-09-15	668
KWH	2012-09-16	664
KWH	2012-09-17	866
KWH	2012-09-18	676
KWH	2012-09-19	712
KWH	2012-09-20	780
KWH	2012-09-21	710
KWH	2012-09-22	762
KWH	2012-09-23	668
KWH	2012-09-24	778
KWH	2012-09-25	674
KWH	2012-09-26	706
KWH	2012-09-27	654
KWH	2012-09-28	664
KWH	2012-09-29	634
KWH	2012-09-30	646
KWH	2012-10-01	774
KWH	2012-10-02	792
KWH	2012-10-03	744
KWH	2012-10-04	742
KWH	2012-10-05	760
KWH	2012-10-06	674
KWH	2012-10-07	750
KWH	2012-10-08	744
KWH	2012-10-09	712
KWH	2012-10-10	738
KWH	2012-10-11	694
KWH	2012-10-12	772
KWH	2012-10-13	730
KWH	2012-10-14	578
KWH	2012-10-15	850
KWH	2012-10-16	718
KWH	2012-10-17	708
KWH	2012-10-18	718
KWH	2012-10-19	616
KWH	2012-10-20	742
KWH	2012-10-21	694
KWH	2012-10-22	760
KWH	2012-10-23	672
KWH	2012-10-24	800
KWH	2012-10-25	674
KWH	2012-10-26	764
KWH	2012-10-27	682
KWH	2012-10-28	688
KWH	2012-10-29	826
KWH	2012-10-30	642
KWH	2012-10-31	678
KWH	2012-11-01	680
KWH	2012-11-02	732
KWH	2012-11-03	666
KWH	2012-11-04	676
KWH	2012-11-05	718
KWH	2012-11-06	690
KWH	2012-11-07	730
KWH	2012-11-08	698
KWH	2012-11-09	774
KWH	2012-11-10	710
KWH	2012-11-11	720
KWH	2012-11-12	790
KWH	2012-11-13	804
KWH	2012-11-14	654
KWH	2012-11-15	724
KWH	2012-11-16	692
KWH	2012-11-17	686
KWH	2012-11-18	646
KWH	2012-11-19	698
KWH	2012-11-20	716
KWH	2012-11-21	736
KWH	2012-11-22	704
KWH	2012-11-23	644
KWH	2012-11-24	620
KWH	2012-11-25	670
KWH	2012-11-26	810
KWH	2012-11-27	620
KWH	2012-11-28	696
KWH	2012-11-29	684
KWH	2012-11-30	670
KWH	2012-12-01	680
KWH	2012-12-02	606
KWH	2012-12-03	704
KWH	2012-12-04	628
KWH	2012-12-05	694
KWH	2012-12-06	628
KWH	2012-12-07	718
KWH	2012-12-08	694
KWH	2012-12-09	730
KWH	2012-12-10	768
KWH	2012-12-11	648
KWH	2012-12-12	746
KWH	2012-12-13	684
KWH	2012-12-14	740
KWH	2012-12-15	694
KWH	2012-12-16	720
KWH	2012-12-17	784
KWH	2012-12-18	704
KWH	2012-12-19	684
KWH	2012-12-20	612
KWH	2012-12-21	668
KWH	2012-12-22	674
KWH	2012-12-23	676
KWH	2012-12-24	652
KWH	2012-12-25	656
KWH	2012-12-26	734
KWH	2012-12-27	650
KWH	2012-12-28	714
KWH	2012-12-29	656
KWH	2012-12-30	668
KWH	2012-12-31	678
KWH	2013-01-01	692
KWH	2013-01-02	814
KWH	2013-01-03	730
KWH	2013-01-04	688
KWH	2013-01-05	702
KWH	2013-01-06	672
KWH	2013-01-07	732
KWH	2013-01-08	736
KWH	2013-01-09	670
KWH	2013-01-10	752
KWH	2013-01-11	678
KWH	2013-01-12	726
KWH	2013-01-13	714
KWH	2013-01-14	744
KWH	2013-01-15	726
KWH	2013-01-16	744
KWH	2013-01-17	770
KWH	2013-01-18	726
KWH	2013-01-19	698
KWH	2013-01-20	718
KWH	2013-01-21	790
KWH	2013-01-22	782
KWH	2013-01-23	736
KWH	2013-01-24	664
KWH	2013-01-25	752
KWH	2013-01-26	728
KWH	2013-01-27	656
KWH	2013-01-28	784
KWH	2013-01-29	788
KWH	2013-01-30	700
KWH	2013-01-31	684
KWH	2013-02-01	748
KWH	2013-02-02	718
KWH	2013-02-03	658
KWH	2013-02-04	886
KWH	2013-02-05	710
KWH	2013-02-06	678
KWH	2013-02-07	642
KWH	2013-02-08	622
KWH	2013-02-09	440
KWH	2013-02-10	490
KWH	2013-02-11	730
KWH	2013-02-12	760
KWH	2013-02-13	624
KWH	2013-02-14	694
KWH	2013-02-15	588
KWH	2013-02-16	602
KWH	2013-02-17	628
KWH	2013-02-18	734
KWH	2013-02-19	640
KWH	2013-02-20	718
KWH	2013-02-21	702
KWH	2013-02-22	700
KWH	2013-02-23	688
KWH	2013-02-24	608
KWH	2013-02-25	764
KWH	2013-02-26	766
KWH	2013-02-27	656
KWH	2013-02-28	650
KWH	2013-03-01	706
KWH	2013-03-02	618
KWH	2013-03-03	616
KWH	2013-03-04	768
KWH	2013-03-05	706
KWH	2013-03-06	740
KWH	2013-03-07	800
KWH	2013-03-08	658
KWH	2013-03-09	682
KWH	2013-03-10	686
KWH	2013-03-11	800
KWH	2013-03-12	624
KWH	2013-03-13	708
KWH	2013-03-14	632
KWH	2013-03-15	756
KWH	2013-03-16	656
KWH	2013-03-17	646
KWH	2013-03-18	770
KWH	2013-03-19	684
KWH	2013-03-20	684
KWH	2013-03-21	682
KWH	2013-03-22	638
KWH	2013-03-23	642
KWH	2013-03-24	710
KWH	2013-03-25	728
KWH	2013-03-26	610
KWH	2013-03-27	698
KWH	2013-03-28	636
KWH	2013-03-29	650
KWH	2013-03-30	630
KWH	2013-03-31	708
KWH	2013-04-01	684
KWH	2013-04-02	736
KWH	2013-04-03	676
KWH	2013-04-04	640
KWH	2013-04-05	716
KWH	2013-04-06	630
KWH	2013-04-07	752
KWH	2013-04-08	790
KWH	2013-04-09	684
KWH	2013-04-10	660
KWH	2013-04-11	634
KWH	2013-04-12	650
KWH	2013-04-13	636
KWH	2013-04-14	762
KWH	2013-04-15	764
KWH	2013-04-16	786
KWH	2013-04-17	736
KWH	2013-04-18	700
KWH	2013-04-19	702
KWH	2013-04-20	688
KWH	2013-04-21	738
KWH	2013-04-22	702
KWH	2013-04-23	718
KWH	2013-04-24	700
KWH	2013-04-25	690
KWH	2013-04-26	678
KWH	2013-04-27	712
KWH	2013-04-28	718
KWH	2013-04-29	740
KWH	2013-04-30	666
KWH	2013-05-01	606
KWH	2013-05-02	732
KWH	2013-05-03	702
KWH	2013-05-04	658
KWH	2013-05-05	650
KWH	2013-05-06	776
KWH	2013-05-07	704
KWH	2013-05-08	648
KWH	2013-05-09	668
KWH	2013-05-10	608
KWH	2013-05-11	618
KWH	2013-05-12	674
KWH	2013-05-13	786
KWH	2013-05-14	744
KWH	2013-05-15	688
KWH	2013-05-16	736
KWH	2013-05-17	710
KWH	2013-05-18	690
KWH	2013-05-19	662
KWH	2013-05-20	748
KWH	2013-05-21	718
KWH	2013-05-22	578
KWH	2013-05-23	704
KWH	2013-05-24	618
KWH	2013-05-25	582
KWH	2013-05-26	628
KWH	2013-05-27	840
KWH	2013-05-28	662
KWH	2013-05-29	724
KWH	2013-05-30	614
KWH	2013-05-31	732
KWH	2013-06-01	676
KWH	2013-06-02	676
KWH	2013-06-03	774
KWH	2013-06-04	662
KWH	2013-06-05	726
KWH	2013-06-06	740
KWH	2013-06-07	754
KWH	2013-06-08	696
KWH	2013-06-09	660
KWH	2013-06-10	754
KWH	2013-06-11	708
KWH	2013-06-12	640
KWH	2013-06-13	782
KWH	2013-06-14	660
KWH	2013-06-15	632
KWH	2013-06-16	650
KWH	2013-06-17	780
KWH	2013-06-18	700
KWH	2013-06-19	716
KWH	2013-06-20	708
KWH	2013-06-21	646
KWH	2013-06-22	730
KWH	2013-06-23	680
KWH	2013-06-24	686
KWH	2013-06-25	680
KWH	2013-06-26	720
KWH	2013-06-27	714
KWH	2013-06-28	738
KWH	2013-06-29	736
KWH	2013-06-30	700
KWH	2013-07-01	696
KWH	2013-07-02	806
KWH	2013-07-03	752
KWH	2013-07-04	708
KWH	2013-07-05	642
KWH	2013-07-06	694
KWH	2013-07-07	640
KWH	2013-07-08	880
KWH	2013-07-09	690
KWH	2013-07-10	644
KWH	2013-07-11	728
KWH	2013-07-12	778
KWH	2013-07-13	706
KWH	2013-07-14	790
KWH	2013-07-15	816
KWH	2013-07-16	638
KWH	2013-07-17	704
KWH	2013-07-18	706
KWH	2013-07-19	678
KWH	2013-07-20	706
KWH	2013-07-21	686
KWH	2013-07-22	794
KWH	2013-07-23	680
KWH	2013-07-24	640
KWH	2013-07-25	698
KWH	2013-07-26	718
KWH	2013-07-27	658
KWH	2013-07-28	686
KWH	2013-07-29	816
KWH	2013-07-30	694
KWH	2013-07-31	636
KWH	2013-08-01	718
KWH	2013-08-02	676
KWH	2013-08-03	690
KWH	2013-08-04	690
KWH	2013-08-05	802
KWH	2013-08-06	702
KWH	2013-08-07	702
KWH	2013-08-08	712
KWH	2013-08-09	642
KWH	2013-08-10	740
KWH	2013-08-11	684
KWH	2013-08-12	760
KWH	2013-08-13	664
KWH	2013-08-14	628
KWH	2013-08-15	680
KWH	2013-08-16	682
KWH	2013-08-17	704
KWH	2013-08-18	620
KWH	2013-08-19	732
KWH	2013-08-20	672
KWH	2013-08-21	734
KWH	2013-08-22	676
KWH	2013-08-23	700
KWH	2013-08-24	686
KWH	2013-08-25	632
KWH	2013-08-26	836
KWH	2013-08-27	702
KWH	2013-08-28	670
KWH	2013-08-29	652
KWH	2013-08-30	704
KWH	2013-08-31	616
KWH	2013-09-01	606
KWH	2013-09-02	714
KWH	2013-09-03	672
KWH	2013-09-04	696
KWH	2013-09-05	626
KWH	2013-09-06	630
KWH	2013-09-07	708
KWH	2013-09-08	650
KWH	2013-09-09	838
KWH	2013-09-10	736
KWH	2013-09-11	672
KWH	2013-09-12	710
KWH	2013-09-13	710
KWH	2013-09-14	698
KWH	2013-09-15	736
KWH	2013-09-16	794
KWH	2013-09-17	702
KWH	2013-09-18	730
KWH	2013-09-19	596
KWH	2013-09-20	730
KWH	2013-09-21	706
KWH	2013-09-22	576
KWH	2013-09-23	716
KWH	2013-09-24	808
KWH	2013-09-25	698
KWH	2013-09-26	638
KWH	2013-09-27	716
KWH	2013-09-28	612
KWH	2013-09-29	662
KWH	2013-09-30	752
KWH	2013-10-01	674
KWH	2013-10-02	766
KWH	2013-10-03	656
KWH	2013-10-04	754
KWH	2013-10-05	632
KWH	2013-10-06	702
KWH	2013-10-07	726
KWH	2013-10-08	718
KWH	2013-10-09	716
KWH	2013-10-10	656
KWH	2013-10-11	742
KWH	2013-10-12	662
KWH	2013-10-13	760
KWH	2013-10-14	710
KWH	2013-10-15	806
KWH	2013-10-16	642
KWH	2013-10-17	638
KWH	2013-10-18	720
KWH	2013-10-19	614
KWH	2013-10-20	634
KWH	2013-10-21	766
KWH	2013-10-22	642
KWH	2013-10-23	716
KWH	2013-10-24	658
KWH	2013-10-25	672
KWH	2013-10-26	700
KWH	2013-10-27	676
KWH	2013-10-28	722
KWH	2013-10-29	656
KWH	2013-10-30	670
KWH	2013-10-31	700
KWH	2013-11-01	704
KWH	2013-11-02	666
KWH	2013-11-03	642
KWH	2013-11-04	718
KWH	2013-11-05	648
KWH	2013-11-06	740
KWH	2013-11-07	670
KWH	2013-11-08	718
KWH	2013-11-09	748
KWH	2013-11-10	634
KWH	2013-11-11	794
KWH	2013-11-12	702
KWH	2013-11-13	696
KWH	2013-11-14	698
KWH	2013-11-15	686
KWH	2013-11-16	684
KWH	2013-11-17	594
KWH	2013-11-18	852
KWH	2013-11-19	680
KWH	2013-11-20	666
KWH	2013-11-21	712
KWH	2013-11-22	762
KWH	2013-11-23	700
KWH	2013-11-24	682
KWH	2013-11-25	820
KWH	2013-11-26	702
KWH	2013-11-27	632
KWH	2013-11-28	674
KWH	2013-11-29	634
KWH	2013-11-30	676
KWH	2013-12-01	712
KWH	2013-12-02	882
KWH	2013-12-03	780
KWH	2013-12-04	740
KWH	2013-12-05	694
KWH	2013-12-06	766
KWH	2013-12-07	734
KWH	2013-12-08	694
KWH	2013-12-09	804
KWH	2013-12-10	734
KWH	2013-12-11	794
KWH	2013-12-12	722
KWH	2013-12-13	766
KWH	2013-12-14	650
KWH	2013-12-15	642
KWH	2013-12-16	674
KWH	2013-12-17	614
KWH	2013-12-18	654
KWH	2013-12-19	620
KWH	2013-12-20	678
KWH	2013-12-21	682
